itemName,year,avgPrice
Mr Boston Blackberry Brandy,2018,7.788043478260869
Wicked 87 Mini,2016,0.6
Kirkland Signature Original Spiced Rum,2020,651.0
Kirkland Signature Original Spiced Rum,2019,583.578947368421
Kirkland Signature Original Spiced Rum,2017,1034.25
Kirkland Signature Original Spiced Rum,2018,533.6470588235294
400 Conejos Mezcal,2020,6.3
Disaronno Amaretto w/Sour Mix,2015,5.691780821917808
Don Julio Blanco w/ Lime Press,2018,3.2747524752475248
Don Julio Blanco w/ Lime Press,2019,6.5625
Talisker 10YR,2014,1.7379310344827585
Talisker 10YR,2012,7.326923076923077
Talisker 10YR,2019,1.4183467741935485
Talisker 10YR,2013,3.0220588235294117
Talisker 10YR,2016,1.6627358490566038
Talisker 10YR,2015,1.7610759493670887
Talisker 10YR,2018,1.5594059405940595
Talisker 10YR,2017,1.5671641791044777
Talisker 10YR,2020,1.628698224852071
Bistra Slivovitz Plum Brandy,2016,9.0
Bistra Slivovitz Plum Brandy,2017,9.0
Bistra Slivovitz Plum Brandy,2015,9.0
Bistra Slivovitz Plum Brandy,2014,9.0
Cody Road Manhattan,2020,7.9772727272727275
Sauza Sparkling Mango Margarita,2013,8.36229946524064
Sauza Sparkling Mango Margarita,2014,5.923469387755102
Pinnacle Cherry Lemonade Vodka,2017,9.0
Pinnacle Cherry Lemonade Vodka,2012,9.0
Pinnacle Cherry Lemonade Vodka,2013,18.0
Herradura Silver,2013,2.0625
Herradura Silver,2012,5.3076923076923075
Herradura Silver,2017,2.425233644859813
Herradura Silver,2014,2.8628048780487805
Herradura Silver,2015,3.138157894736842
Herradura Silver,2016,3.1575
Scorpion Mezcal Anejo 2YR,2019,31.5
Sir Winston Bourbon,2020,2.5474137931034484
Sir Winston Bourbon,2019,3.6605504587155964
Don Julio Blanco,2016,1.6905076142131978
Don Julio Blanco,2015,2.094574468085106
Don Julio Blanco,2017,1.6703154574132495
Don Julio Blanco,2020,4.91934793429567
Don Julio Blanco,2012,4.5
Don Julio Blanco,2019,4.37610187110187
Don Julio Blanco,2014,8.1
Don Julio Blanco,2018,2.747801608579089
Don Julio Blanco,2013,9.0
Metaxa 5 Star,2018,9.0
Burnetts Vanilla Vodka,2018,9.0
Bols Triple Sec,2013,12.0
Bols Triple Sec,2012,29.4
Arrow Apricot Brandy,2016,9.0
Arrow Apricot Brandy,2020,5.772208121827411
Arrow Apricot Brandy,2019,5.399234693877551
Arrow Apricot Brandy,2015,9.0
Arrow Apricot Brandy,2013,9.0
Arrow Apricot Brandy,2017,9.0
Sugarlands Mark & Diggers Hazelnut Rum,2020,5.25
Sugarlands Mark & Diggers Hazelnut Rum,2019,6.75
Sugarlands Mark & Diggers Hazelnut Rum,2018,4.5
Plantation Rum Old Fashioned Traditional Dark Overproof,2019,18.0
Plantation Rum Old Fashioned Traditional Dark Overproof,2020,12.0
Plantation Rum Old Fashioned Traditional Dark Overproof,2018,9.0
Belvedere Vodka,2016,5.509036144578313
Belvedere Vodka,2019,5.592434210526315
Belvedere Vodka,2017,5.596683673469387
Belvedere Vodka,2018,5.964055884843353
UV Grape,2020,7.983113673805601
UV Grape,2018,9.13556338028169
UV Grape,2019,8.620869033047736
HA The Singleton of Glendullan 18YR,2018,2.625
UV Cake Mini,2019,1.2403863037752414
UV Cake Mini,2017,1.841545352743561
UV Cake Mini,2018,1.6174242424242424
UV Cake Mini,2020,0.2486051502145923
1800 Ultimate Raspberry Margarita,2019,6.416666666666667
1800 Ultimate Raspberry Margarita,2020,7.247588424437299
Tippy Cow 50ml Sampler Pack,2016,4.653333333333333
Tippy Cow 50ml Sampler Pack,2014,6.542857142857144
Tippy Cow 50ml Sampler Pack,2015,4.747511312217194
EH Taylor Jr Straight Rye,2020,4.26
Scarlet Ibis Trinidad Rum,2019,9.0
Scarlet Ibis Trinidad Rum,2020,9.0
Scarlet Ibis Trinidad Rum,2018,9.0
Belvedere Intense Unfiltered,2017,4.0359712230215825
Belvedere Intense Unfiltered,2019,3.546875
Belvedere Intense Unfiltered,2016,3.5921052631578947
Belvedere Intense Unfiltered,2018,7.354368932038835
Outerspace Vodka,2015,3.8020833333333335
Outerspace Vodka,2016,3.1847826086956523
Patron Roca Silver,2018,1.9772727272727273
Patron Roca Silver,2014,3.50390625
Patron Roca Silver,2015,4.5
Patron Roca Silver,2016,6.1875
Patron Roca Silver,2019,4.5
Patron Roca Silver,2017,2.3152173913043477
Patron Roca Silver,2020,4.5
Hakushu 12YR HA,2015,4.992857142857143
Hakushu 12YR HA,2016,2.8541666666666665
Hakushu 12YR HA,2013,9.0
Trader Vics Chocolate Liqueur,2018,4.5
Paradise White Sand,2017,2.290909090909091
Paradise White Sand,2019,2.390625
Paradise White Sand,2018,2.25
Paradise White Sand,2016,2.5
Crown Royal Reserve w/4 Coasters,2013,4.9411764705882355
SOOH Gran Centenario Reposado,2020,4.280487804878049
SOOH Gran Centenario Reposado,2019,14.0
Old Fitzgerald Prime(DNO),2014,10.5
Old Fitzgerald Prime(DNO),2013,10.5
Old Fitzgerald Prime(DNO),2012,10.5
Oxley Dry Gin,2017,6.0
American Barrels Kentucky Bourbon Whiskey,2020,9.0
Rossville Union Barrel Proof Rye Whiskey,2018,1.6875
Rossville Union Barrel Proof Rye Whiskey,2020,4.5
Rossville Union Barrel Proof Rye Whiskey,2019,1.35
SKYY Infusions California Apricot,2017,5.095744680851064
SKYY Infusions California Apricot,2018,4.461206896551724
Jinro Chamisul Original Soju,2020,19.125
Canadian Ltd Whisky Convenience Pack,2013,7.958810888252149
Canadian Ltd Whisky Convenience Pack,2019,7.534635879218473
Canadian Ltd Whisky Convenience Pack,2016,7.464418604651163
Canadian Ltd Whisky Convenience Pack,2012,7.685593220338983
Canadian Ltd Whisky Convenience Pack,2014,7.718112244897959
Canadian Ltd Whisky Convenience Pack,2017,7.102307692307693
Canadian Ltd Whisky Convenience Pack,2018,6.913043478260869
Canadian Ltd Whisky Convenience Pack,2015,7.736680327868853
Oxtails Vodka Lemonade,2020,10.96875
Oxtails Vodka Lemonade,2019,15.239583333333334
Cabin Fever Maple Flavored Whisky,2016,9.0
Cabin Fever Maple Flavored Whisky,2012,2.3815789473684212
Cabin Fever Maple Flavored Whisky,2014,9.0
Christian Brothers Holiday Nog,2012,22.791284403669724
Christian Brothers Holiday Nog,2014,29.481617647058822
Christian Brothers Holiday Nog,2016,28.343023255813954
Christian Brothers Holiday Nog,2013,29.224285714285713
Christian Brothers Holiday Nog,2015,27.71808510638298
Christian Brothers Holiday Nog,2017,23.139221556886227
Christian Brothers Holiday Nog,2018,11.625
Three Olives Blueberry,2016,8.378571428571428
Three Olives Blueberry,2015,3.75
Three Olives Blueberry,2017,45.0
Absolut Citron (lemon Vodka),2013,8.686542771759433
Absolut Citron (lemon Vodka),2017,9.636200130804447
Absolut Citron (lemon Vodka),2014,9.125362458921321
Absolut Citron (lemon Vodka),2012,8.001005361930295
Absolut Citron (lemon Vodka),2015,9.301094527363183
Absolut Citron (lemon Vodka),2018,10.363994439295643
Absolut Citron (lemon Vodka),2016,9.393930523028883
Hiram Walker Creme De Noyaux,2013,9.0
Hiram Walker Creme De Noyaux,2012,9.0
Western Son Prickly Pear Vodka Mini,2018,0.15493150684931503
Western Son Prickly Pear Vodka Mini,2017,0.13464566929133853
Smirnoff Moscow Mule Mini,2018,0.5161290322580644
Smirnoff Moscow Mule Mini,2020,0.3146341463414634
Bamama Hama,2019,4.5
Bamama Hama,2020,4.5
Smooth Ambler Old Scout American Whiskey,2017,2.823529411764706
Smooth Ambler Old Scout American Whiskey,2018,10.125
Pearl 80prf,2019,5.7875
Pearl 80prf,2020,4.81283422459893
Dorado Gold Tequila,2020,31.394495412844037
Southern Comfort w/Cocktail Shaker,2016,3.81
Southern Comfort w/Cocktail Shaker,2017,4.0227272727272725
Absolut Ruby Red w/ Grapefruit Juice,2016,0.75
Absolut Ruby Red w/ Grapefruit Juice,2015,3.6785714285714284
Combier Pamplemousse Rose Liqueur,2020,1.8214285714285714
Western Son Watermelon,2018,6.967741935483871
Western Son Watermelon,2019,6.275
SOOH Mr Boston Vodka,2020,12.0
Blue Chair Bay White,2016,2.8741776315789473
Blue Chair Bay White,2018,2.9084745762711863
Blue Chair Bay White,2013,5.96
Blue Chair Bay White,2017,3.68135593220339
Blue Chair Bay White,2019,3.2333333333333334
Blue Chair Bay White,2015,3.2976190476190474
Blue Chair Bay White,2014,8.96
Lazzaroni Infinito Nero,2017,4.5
Disaronno Versace w/2 Glasses,2014,4.072784810126582
Baileys Red Velvet Cupcake,2019,10.7937306501548
Baileys Red Velvet Cupcake,2020,12.977678571428571
Oban Distillers Edition HA,2015,1.7336065573770492
Hawkeye Vodka PET,2020,12.056818181818182
Hawkeye Vodka PET,2019,12.562933025404156
8 Seconds Canadian Whiskey,2018,6.0
8 Seconds Canadian Whiskey,2013,9.375
8 Seconds Canadian Whiskey,2014,6.0
8 Seconds Canadian Whiskey,2015,6.0
8 Seconds Canadian Whiskey,2020,4.5
8 Seconds Canadian Whiskey,2017,3.75
8 Seconds Canadian Whiskey,2016,6.75
8 Seconds Canadian Whiskey,2019,6.75
8 Seconds Canadian Whiskey,2012,5.625
Waving Plains Vodka,2020,9.390756302521009
Gooderham and Worts,2019,4.5
Dewars 12YR,2020,2.5442583732057416
Dewars 12YR,2019,3.132911392405063
Riegers Midwestern Dry Gin,2018,1.875
Riegers Midwestern Dry Gin,2020,3.8986486486486487
Riegers Midwestern Dry Gin,2019,3.5681818181818183
Agavero Liqueur,2014,8.307692307692308
Agavero Liqueur,2012,7.147058823529412
Agavero Liqueur,2019,6.75
Agavero Liqueur,2017,10.6875
Agavero Liqueur,2018,9.642857142857142
Agavero Liqueur,2013,8.052631578947368
Agavero Liqueur,2015,11.25
Agavero Liqueur,2016,9.529411764705882
Desert Island Long Island Iced Tea Cocktail,2019,11.676549865229111
Desert Island Long Island Iced Tea Cocktail,2020,12.90520134228188
Smirnoff Savannah Tea,2012,9.25
Ciroc Red Berry Mini,2014,1.1973684210526316
Ciroc Red Berry Mini,2015,1.0320512820512822
T1 Tequila Excepcional Reposado,2017,1.875
T1 Tequila Excepcional Reposado,2016,1.7142857142857142
HA Crystal Head John Alexander Art Bottle #1,2018,1.1538461538461537
Blanton's Bourbon,2019,4.330548128342246
Blanton's Bourbon,2018,4.2602100350058345
Blanton's Bourbon,2016,4.041139240506329
Blanton's Bourbon,2017,4.071428571428571
Laird & Company,2018,19.72872340425532
Laird & Company,2019,21.220183486238533
Laird & Company,2017,20.374269005847953
Laird & Company,2020,21.083969465648856
Laird & Company,2016,19.4
Finlandia Vodka,2014,24.0
Finlandia Vodka,2013,20.0
Finlandia Vodka,2015,16.0
Finlandia Vodka,2012,12.0
Crusoe Spiced Rum,2015,4.5
Malfy Gin,2017,2.109375
Malfy Gin,2016,1.5
Malfy Gin,2018,2.775
Kings County Distillery Chocolate Whiskey,2019,4.5
HA Cantera Negra Tequila A�ejo,2019,4.5
HA Cantera Negra Tequila A�ejo,2018,2.4545454545454546
Jeffersons Reserve,2018,3.1153846153846154
Jeffersons Reserve,2019,2.7437722419928825
Jeffersons Reserve,2020,2.839108910891089
Aviation American Gin w/Martini Glasses,2019,8.79
Aviation American Gin w/Martini Glasses,2020,0.75
99 Whipped Cream,2013,2.7277397260273974
99 Whipped Cream,2014,2.3876146788990824
99 Whipped Cream,2012,3.241776315789474
99 Whipped Cream,2015,1.375
Bird Dog Kentucky Blended Whiskey,2017,3.015734265734266
Bird Dog Kentucky Blended Whiskey,2018,2.9367469879518073
Bird Dog Kentucky Blended Whiskey,2016,3.4625
Prichard's Crystal Rum,2013,4.5
St. George Terroir Gin,2018,4.5
St. George Terroir Gin,2017,10.5
St. George Terroir Gin,2016,9.0
Madison Creek,2020,8.75
Bird Dog Peach VAP,2020,3.9609375
Gran Centenario Reposado,2013,9.0
Gran Centenario Reposado,2014,13.5
Gran Centenario Reposado,2018,16.714285714285715
Gran Centenario Reposado,2016,11.25
Gran Centenario Reposado,2015,11.25
Gran Centenario Reposado,2019,13.5
Gran Centenario Reposado,2012,4.875
Gran Centenario Reposado,2017,12.0
T1 Tequila Ultra Fino Blanco,2017,1.3125
T1 Tequila Ultra Fino Blanco,2016,1.7142857142857142
T1 Tequila Ultra Fino Blanco,2018,9.0
Evan Williams Reserve Combo Pack,2018,0.75
Lost Republic Straight Bourbon Whiskey,2020,9.0
Mayalen Machetazo Espadin,2019,1.5
Mayalen Machetazo Espadin,2020,2.456896551724138
Smithworks,2019,7.323204419889502
Smithworks,2018,10.108870967741936
Smithworks,2017,8.529965753424657
Smithworks,2020,5.174632352941177
Relska 80 Proof Vodka,2016,59.5
Relska 80 Proof Vodka,2013,52.5
Relska 80 Proof Vodka,2015,70.0
Relska 80 Proof Vodka,2017,78.75
Relska 80 Proof Vodka,2019,105.0
Relska 80 Proof Vodka,2018,105.0
Relska 80 Proof Vodka,2014,66.5
Paramount Melon Liqueur,2013,4.232245681381958
Paramount Melon Liqueur,2016,4.661434977578475
Paramount Melon Liqueur,2014,4.473547717842323
Paramount Melon Liqueur,2012,3.802469135802469
Paramount Melon Liqueur,2015,4.303530751708428
SOOH Plantation Rhum 3 Stars,2020,5.571428571428571
Kurayoshi 8YR Single Malt Whisky,2018,9.0
Kurayoshi 8YR Single Malt Whisky,2019,9.0
Kurayoshi 8YR Single Malt Whisky,2020,9.0
Skinnygirl Grapefruit Margarita,2015,3.9742990654205608
Skinnygirl Grapefruit Margarita,2014,6.896984924623116
Skinnygirl Grapefruit Margarita,2016,27.0
Skinnygirl Grapefruit Margarita,2013,8.131730769230769
Deep Eddy 750ml Vodka w/3-50mls,2016,22.200000000000003
Deep Eddy 750ml Vodka w/3-50mls,2017,14.4
Uv Cherry Red Vodka Mini,2014,1.2651041666666667
Uv Cherry Red Vodka Mini,2013,1.769788182831661
Uv Cherry Red Vodka Mini,2016,1.3750966744006188
Uv Cherry Red Vodka Mini,2015,1.3683223992502342
Uv Cherry Red Vodka Mini,2017,1.4340277777777777
Uv Cherry Red Vodka Mini,2012,1.436046511627907
Prichard's Rye,2014,1.9285714285714286
Prichard's Rye,2013,3.39
Prichard's Rye,2012,2.79
Cruzan Guava,2014,12.0
Cruzan Guava,2017,24.0
Cruzan Guava,2019,20.571428571428573
Baker's 7YR,2018,2.0217391304347827
Baker's 7YR,2015,2.5714285714285716
Baker's 7YR,2020,10.625
Baker's 7YR,2019,3.085714285714286
Baker's 7YR,2014,3.098901098901099
Baker's 7YR,2017,2.2083333333333335
Schwartzhog Krauter Liqueur,2014,9.0
Schwartzhog Krauter Liqueur,2019,2.4375
Schwartzhog Krauter Liqueur,2017,2.875
Schwartzhog Krauter Liqueur,2018,2.2098214285714284
Benchmark Old No. 8,2016,4.461155378486056
Benchmark Old No. 8,2017,4.544117647058823
Benchmark Old No. 8,2018,4.5702127659574465
Benchmark Old No. 8,2019,5.374749498997996
Caol Ila 12YR,2020,8.1
Caol Ila 12YR,2018,7.5
Caol Ila 12YR,2019,9.642857142857142
Del Maguey San Luis Del Rio,2016,4.5
Del Maguey San Luis Del Rio,2019,9.0
Zaya Rum,2013,5.1923076923076925
Zaya Rum,2015,8.357142857142858
Zaya Rum,2014,5.294117647058823
Zaya Rum,2012,4.5
Stolichnaya Razberi Vodka 75 Proof,2012,10.620782726045883
Stolichnaya Razberi Vodka 75 Proof,2015,13.362403100775193
Stolichnaya Razberi Vodka 75 Proof,2017,2.4
Stolichnaya Razberi Vodka 75 Proof,2013,11.441358024691358
Stolichnaya Razberi Vodka 75 Proof,2016,12.488188976377952
Stolichnaya Razberi Vodka 75 Proof,2014,12.410018552875696
Giffard Vanille de Madagascar,2017,4.5
Tortilla Gold,2019,5.141566265060241
Tortilla Gold,2020,4.563444108761329
Regency Da Vinci,2012,9.0
HA Glendronach Peated,2018,0.75
Paddy Devil's Apple Mini,2013,3.6181818181818173
Paddy Devil's Apple Mini,2014,4.397142857142858
BUSHMILLS RED BUSH IRISH WHISKEY,2020,9.0
Bols Peach Schnapps,2018,18.0
Platinum 7x Vodka PET,2020,13.725836431226766
Platinum 7x Vodka PET,2019,10.647727272727273
Kammer Williams Pear Brandy W/pear,2020,22.5
Kammer Williams Pear Brandy W/pear,2017,13.5
Kammer Williams Pear Brandy W/pear,2013,31.5
Kammer Williams Pear Brandy W/pear,2014,9.0
Kammer Williams Pear Brandy W/pear,2016,18.0
Kammer Williams Pear Brandy W/pear,2012,27.0
Kammer Williams Pear Brandy W/pear,2019,18.0
Kammer Williams Pear Brandy W/pear,2015,23.75
Kammer Williams Pear Brandy W/pear,2018,12.375
Pumpkin Face Reserve,2014,4.5
Pumpkin Face Reserve,2012,4.5
McCormick Apple Vodka,2018,6.019205298013244
McCormick Apple Vodka,2017,7.061224489795917
McCormick Apple Vodka,2020,6.251199999999999
McCormick Apple Vodka,2019,6.061046511627903
Lazzaroni Amaretto,2017,4.5
Lazzaroni Amaretto,2018,6.75
Lazzaroni Amaretto,2019,6.75
Lazzaroni Amaretto,2020,4.5
Seagram's Lime Twisted Gin,2015,23.625
Seagram's Lime Twisted Gin,2014,15.149999999999999
Seagram's Lime Twisted Gin,2017,21.0
Seagram's Lime Twisted Gin,2013,10.5
Seagram's Lime Twisted Gin,2016,23.625
Seagram's Lime Twisted Gin,2012,10.5
Tequila Brezon Orange,2019,0.75
Tequila Brezon Orange,2017,1.125
Tequila Brezon Orange,2018,2.325
Douglas Laing Timorous Beastie,2018,1.7205882352941178
Douglas Laing Timorous Beastie,2019,1.3125
WhistlePig Straight Rye Whiskey 15 Year,2019,1.2884615384615385
Tullamore Dew 15YR,2019,4.5
Tullamore Dew 15YR,2018,4.5
Tullamore Dew 15YR,2020,4.5
Getreide Kummel,2012,9.0
Getreide Kummel,2013,10.5
Getreide Kummel,2014,10.285714285714286
Hiram Walker Creme de Menthe White,2020,18.0
Alize De France DNO,2013,9.0
Alize De France DNO,2012,10.0
Revel Stoke Peach Mini,2020,0.21422764227642274
Captain Morgan White PET,2019,12.229166666666666
Captain Morgan White PET,2020,12.48521505376344
Captain Morgan White PET,2018,9.896360759493671
Captain Morgan White PET,2017,10.043729372937294
Captain Morgan White PET,2016,10.648484848484848
Kru Pistachio,2019,54.0
Kru Pistachio,2018,33.75
Kru Pistachio,2014,4.756578947368421
Kru Pistachio,2016,3.0
Kru Pistachio,2017,27.0
Kru Pistachio,2020,18.0
Kru Pistachio,2015,2.4878048780487805
Michael Collins Irish Whiskey,2012,2.3798076923076925
Tippy Cow Peppermint Bark Mini,2019,2.6666666666666665
Tippy Cow Peppermint Bark Mini,2018,2.966887417218543
Crystal Head w/Shaker,2018,3.0
Crystal Head w/Shaker,2015,2.9785714285714286
Pearl Vanilla Bean Mini,2016,1.5649350649350648
Stoli Strasberi,2020,9.485714285714286
Stoli Strasberi,2019,12.764705882352942
Kuhl Hippie Hooch Love Punch,2015,2.75
Kuhl Hippie Hooch Love Punch,2014,3.0058823529411764
Kuhl Hippie Hooch Love Punch,2013,4.647115384615384
Jagermeister Celebration Bucket,2012,7.093220338983051
Seagram's Peach Twisted Gin Mini,2013,1.507462686567164
Absolut Raspberri,2018,5.975152905198777
Absolut Raspberri,2013,3.435255920550038
Absolut Raspberri,2016,4.171711509715994
Absolut Raspberri,2020,5.7287832310838445
Absolut Raspberri,2017,4.475209497206704
Absolut Raspberri,2012,3.416039156626506
Absolut Raspberri,2019,7.352159468438538
Absolut Raspberri,2014,3.791511541325391
Absolut Raspberri,2015,3.8163799551234106
Knob Creek & Knob Creek Rye 375ml Co-Pack,2016,10.636363636363637
Knob Creek & Knob Creek Rye 375ml Co-Pack,2017,4.725
Knob Creek & Knob Creek Rye 375ml Co-Pack,2018,6.4411764705882355
HA Glenmorangie Grand Vintage 1990 DISCO,2017,1.125
HA Glenmorangie Grand Vintage 1990 DISCO,2018,0.75
HA 1792 Single Barrel,2017,2.869047619047619
HA 1792 Single Barrel,2018,2.815068493150685
HA 1792 Single Barrel,2019,1.741304347826087
Envy Blend 2UR,2015,90.0
Giffard Abricot du Roussillon,2019,4.5
Gran Centenario Plata,2012,4.5
Smith And Cross Jamaica Rum,2016,10.285714285714286
Smith And Cross Jamaica Rum,2015,9.0
Smith And Cross Jamaica Rum,2014,9.0
Smith And Cross Jamaica Rum,2020,9.0
Smith And Cross Jamaica Rum,2013,9.0
Smith And Cross Jamaica Rum,2019,12.857142857142858
Smith And Cross Jamaica Rum,2012,9.0
Smith And Cross Jamaica Rum,2017,5.25
Skyy Coastal Cranberry Mini,2015,0.8125
Appleton Estate Rare Casks 12 Year,2020,4.5
Skinnygirl Mojito,2014,5.704646017699115
Skinnygirl Mojito,2013,7.083074534161491
Skinnygirl Mojito,2015,3.193548387096774
Mozart Chocolate Liqueur,2019,4.5
Grey Goose Vodka Mini,2016,1.0023201856148498
Grey Goose Vodka Mini,2018,0.9788461538461544
Grey Goose Vodka Mini,2017,0.9543893129771002
Cleopatra XO,2016,1.75
Evan Williams Peach Mini,2020,0.126060606060606
Rebel Yell Ginger Whiskey,2017,4.033333333333333
Rebel Yell Ginger Whiskey,2016,3.91726618705036
Rebel Yell Ginger Whiskey,2020,9.0
Rebel Yell Ginger Whiskey,2018,3.05672268907563
Rebel Yell Ginger Whiskey,2019,3.96875
Stolichnaya Hot,2015,8.75
Stolichnaya Hot,2012,4.210122699386503
Stolichnaya Hot,2018,9.0
Stolichnaya Hot,2017,31.5
Stolichnaya Hot,2013,1.941588785046729
Stolichnaya Hot,2016,36.0
Stolichnaya Hot,2014,3.369718309859155
Ezra Brooks Sour Mash Bourbon Mini,2019,0.6
Arrow Blackberry Brandy,2020,6.741361788617886
Arrow Blackberry Brandy,2019,6.96
HA Game of Thrones House Tully - Singleton of Glendullan,2019,1.27734375
HA Game of Thrones House Tully - Singleton of Glendullan,2018,1.4330357142857142
Cody Road Experimental - Elderberry Wine Barrel Finish Bbn,2020,94.5
Revel Stoke Pumpkin,2017,1.5
Revel Stoke Pumpkin,2015,5.630952380952381
Revel Stoke Pumpkin,2016,5.006756756756757
Salers Gentiane Liqueur,2018,9.0
Disaronno Party Pack Sour VAP,2017,11.027777777777779
Disaronno Party Pack Sour VAP,2016,15.287234042553191
Cody Road Rye Mini,2019,0.14600000000000002
Cody Road Rye Mini,2020,0.1795454545454545
Glenfarclas 10YR,2019,2.608695652173913
Glenfarclas 10YR,2020,3.173076923076923
Cabrito Blanco Tequila,2016,9.0
Cabrito Blanco Tequila,2014,18.0
Smirnoff Sourced Watermelon Mini,2017,0.10515463917525775
Smirnoff Sourced Watermelon Mini,2018,0.2615131578947368
Smirnoff Sourced Watermelon Mini,2019,1.5
Pearl Mini Party Pack,2014,19.675471698113203
Pearl Mini Party Pack,2016,5.715
Pearl Mini Party Pack,2015,5.862068965517241
Fris Danish Vodka,2017,21.73548732050107
Fris Danish Vodka,2018,25.616834170854272
Fris Danish Vodka,2014,10.34728144989339
Fris Danish Vodka,2013,13.497844827586206
Fris Danish Vodka,2020,39.67667033773862
Fris Danish Vodka,2016,19.598568281938327
Fris Danish Vodka,2012,15.58691489361702
Fris Danish Vodka,2019,32.873717384931105
Fris Danish Vodka,2015,14.21915506481037
New Amsterdam Coconut Mini,2013,1.4186046511627908
St Brendan's Irish Cream,2013,21.0
St Brendan's Irish Cream,2014,21.0
St Brendan's Irish Cream,2012,16.5
Deanston 12YR,2018,1.575
Deanston 12YR,2019,0.75
Cruzan Vanilla Rum,2013,3.7758620689655173
Cruzan Vanilla Rum,2017,5.117647058823529
Cruzan Vanilla Rum,2018,4.736460348162476
Cruzan Vanilla Rum,2016,4.141928864569083
Cruzan Vanilla Rum,2015,3.7838345864661656
Cruzan Vanilla Rum,2012,4.032679738562091
Cruzan Vanilla Rum,2014,3.560152990264256
Seagram's Apple Twisted Gin,2012,5.0
Seagram's Apple Twisted Gin,2013,9.0
Smirnoff Cherry Vodka,2014,4.020868824531516
Smirnoff Cherry Vodka,2012,3.620322580645161
Smirnoff Cherry Vodka,2013,3.6211096075778078
Rebel Yell Small Batch Reserve Mini,2016,6.0
Mozart Chocolate Cream Liqueur,2020,2.0454545454545454
Mozart Chocolate Cream Liqueur,2017,2.8786764705882355
Mozart Chocolate Cream Liqueur,2018,2.3289473684210527
Mozart Chocolate Cream Liqueur,2019,2.4
West Cork Bourbon Cask Irish Whiskey,2018,4.5
West Cork Bourbon Cask Irish Whiskey,2019,4.5
99 Raspberry Mini,2019,9.0
99 Raspberry Mini,2020,9.083333333333334
Kinky Blue Mini,2014,1.2907692307692307
Kinky Blue Mini,2013,1.9997316156736447
Kinky Blue Mini,2015,1.034434490481523
Kinky Blue Mini,2020,0.1406675749318804
Kinky Blue Mini,2018,1.1847570532915361
Kinky Blue Mini,2019,0.728568665377176
Kinky Blue Mini,2017,1.1983435047951176
Kinky Blue Mini,2016,1.118837571354437
Moletto Distillato D'uva Grappa,2016,4.5
Moletto Distillato D'uva Grappa,2020,4.5
Moletto Distillato D'uva Grappa,2014,4.5
Moletto Distillato D'uva Grappa,2012,4.5
Moletto Distillato D'uva Grappa,2018,4.5
Moletto Distillato D'uva Grappa,2017,4.5
Moletto Distillato D'uva Grappa,2015,4.5
Cooranbong Vodka,2019,4.5
Cooranbong Vodka,2017,1.2692307692307692
Cooranbong Vodka,2016,2.486842105263158
Oronoco Platinum Reserve Rum,2012,4.5
Martell Xo Supreme,2017,9.0
Martell Xo Supreme,2018,9.0
Martell Xo Supreme,2014,9.0
Bayou OX,2020,1.95
Bayou OX,2019,1.6
Whalers Vanille Rum,2012,9.0
Whalers Vanille Rum,2016,15.75
Whalers Vanille Rum,2015,13.5
Whalers Vanille Rum,2013,18.0
TGIFridays Strawberry Margarita,2015,9.672727272727272
Devil John Moonshine # 9,2012,9.0
UV Cake,2018,5.0731543624161075
UV Cake,2013,4.5
UV Cake,2020,5.083718912666281
UV Cake,2012,4.5
UV Cake,2019,4.9044265593561365
Smirnoff Pineapple Vodka,2012,3.4376288659793817
Smirnoff Pineapple Vodka,2013,3.408953722334004
Smirnoff Pineapple Vodka,2014,3.724264705882353
Makers Mark Private Select,2018,184.5
Makers Mark Private Select,2019,188.25
Glenrothes 12YR,2018,4.5
Glenrothes 12YR,2020,4.5
Control C Pisco Reservado,2020,3.8653846153846154
Bird Dog Apple Flavored Whiskey Mini,2015,1.8479233226837066
Bird Dog Apple Flavored Whiskey Mini,2016,2.2403225806451617
Bird Dog Apple Flavored Whiskey Mini,2017,1.5674740484429066
Bird Dog Apple Flavored Whiskey Mini,2018,1.6
Canadian Club Dock 57 Mini,2012,2.5884353741496597
Canadian Club Dock 57 Mini,2013,5.239130434782608
Deep Eddy Ruby Red w/2 Tin Cups,2016,3.9791666666666665
Cruzan Raspberry Rum,2016,4.777681660899654
Cruzan Raspberry Rum,2014,3.9616402116402116
Cruzan Raspberry Rum,2015,3.93048128342246
Cruzan Raspberry Rum,2017,5.254716981132075
Cruzan Raspberry Rum,2013,3.705563583815029
Cruzan Raspberry Rum,2018,4.99671669793621
Cruzan Raspberry Rum,2012,3.6656862745098038
HA Weller Special Reserve 7YR,2017,2.4293478260869565
HA Weller Special Reserve 7YR,2016,5.407894736842105
HA Weller Special Reserve 7YR,2018,0.9493110236220472
HA Weller Special Reserve 7YR,2019,0.9817979197622585
Old Camp Wolf Moon Whiskey,2020,4.292792792792793
Sailor Jerry Game Day VAP,2018,8.921052631578947
Sailor Jerry Game Day VAP,2017,4.7631578947368425
HA Glenfiddich Project XX,2019,0.9969512195121951
HA Glenfiddich Project XX,2018,1.9285714285714286
Pucker Vodka Citrus Squeeze,2013,1.9772727272727273
Pucker Vodka Citrus Squeeze,2012,2.824074074074074
Ardbeg Wee Beastie,2020,2.7291666666666665
Maker's Mark Co-Pack,2016,6.806506849315069
